files,language,blank,comment,code,"github.com/AlDanial/cloc v 2.06  T=0.16 s (2935.2 files/s 52457.3 lines/s)"
213,Python,1295,876,4515
110,JSON,0,0,1060
140,Markdown,32,0,295
1,Bourne Shell,18,6,124
2,YAML,13,2,71
1,TOML,13,2,46
1,make,2,0,8
1,Text,0,0,4
469,SUM,1373,886,6123
